-59319634674.48504,-10099441495.991335,-0.0,0.0,0.0,0.0,118953286017.22705,-0.0,0.0,42094660787.18101,0.0,0.0,0.0,-21783470330.423393
59319634674.48504,10099441495.991335,0.0,-0.0,-0.0,-0.0,-118953286017.22705,0.0,-0.0,-42094660787.18101,-0.0,-0.0,-0.0,21783470330.423393
59319634674.48504,10099441495.991335,0.0,-0.0,-0.0,-0.0,-118953286017.22705,0.0,-0.0,-42094660787.18101,-0.0,-0.0,-0.0,21783470330.423393
59319634674.48504,10099441495.991335,0.0,-0.0,-0.0,-0.0,-118953286017.22705,0.0,-0.0,-42094660787.18101,-0.0,-0.0,-0.0,21783470330.423393
-59319634674.48504,-10099441495.991335,-0.0,0.0,0.0,0.0,118953286017.22705,-0.0,0.0,42094660787.18101,0.0,0.0,0.0,-21783470330.423393
-59319634674.48504,-10099441495.991335,-0.0,0.0,0.0,0.0,118953286017.22705,-0.0,0.0,42094660787.18101,0.0,0.0,0.0,-21783470330.423393
59319634674.48504,10099441495.991335,0.0,-0.0,-0.0,-0.0,-118953286017.22705,0.0,-0.0,-42094660787.18101,-0.0,-0.0,-0.0,21783470330.423393
-59319634674.48504,-10099441495.991335,-0.0,0.0,0.0,0.0,118953286017.22705,-0.0,0.0,42094660787.18101,0.0,0.0,0.0,-21783470330.423393
59319634674.48504,10099441495.991335,0.0,-0.0,-0.0,-0.0,-118953286017.22705,0.0,-0.0,-42094660787.18101,-0.0,-0.0,-0.0,21783470330.423393
59319634674.48504,10099441495.991335,0.0,-0.0,-0.0,-0.0,-118953286017.22705,0.0,-0.0,-42094660787.18101,-0.0,-0.0,-0.0,21783470330.423393
-59319634674.48504,-10099441495.991335,-0.0,0.0,0.0,0.0,118953286017.22705,-0.0,0.0,42094660787.18101,0.0,0.0,0.0,-21783470330.423393
-59319634674.48504,-10099441495.991335,-0.0,0.0,0.0,0.0,118953286017.22705,-0.0,0.0,42094660787.18101,0.0,0.0,0.0,-21783470330.423393
59319634674.48504,10099441495.991335,0.0,-0.0,-0.0,-0.0,-118953286017.22705,0.0,-0.0,-42094660787.18101,-0.0,-0.0,-0.0,21783470330.423393
59319634674.48504,10099441495.991335,0.0,-0.0,-0.0,-0.0,-118953286017.22705,0.0,-0.0,-42094660787.18101,-0.0,-0.0,-0.0,21783470330.423393
-0.0,-47166426679.25892,-0.0,-0.0,-0.0,125362314286.08606,0.0,81790437867.45,-60017719494.11067,145316351512.99564,-59945850161.90882,59054818496.24668,0.0,-0.0
-0.0,-18120152748.856617,-0.0,-0.0,-0.0,48161042583.55789,0.0,31421825478.37111,-23057295653.680466,55826880934.35606,-23029685267.031677,22687373351.065273,0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0
